Rank,Symbol,Description,NIFTY50,NIFTYNEXT50,NIFTY100,NIFTY200,NIFTY500,NIFTYTOTALMARKET,NIFTYMIDCAP50,NIFTYMIDCAP150,NIFTYMIDCAP100,NIFTYSMALLCAP250,NIFTYSMALLCAP50,NIFTYSMALLCAP100,NIFTYMICROCAP250,SectorialIndex
718,AVALON,Avalon Technologies Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
719,SUNTECK,Sunteck Realty Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
720,JAYNECOIND,Jayaswal Neco Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
721,FIEMIND,Fiem Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
722,E2E,E2E Networks Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
723,BANSALWIRE,Bansal Wire Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
724,KNRCON,KNR Constructions Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
725,PILANIINVS,Pilani Investment And Industries Corporation Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
726,PICCADIL,Piccadily Agro Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
727,MASFIN,MAS Financial Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
728,PGIL,Pearl Global Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
729,TIIL,Technocraft Industries (India) Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
730,EMIL,Electronics Mart India Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
731,INOXGREEN,Inox Green Energy Services Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
732,AGI,AGI Greenpac Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
733,TEXRAIL,Texmaco Rail & Engineering Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
734,INFIBEAM,Infibeam Avenues Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
735,INFIBPP.E1,Infibeam Avenues Ltd. TEMP,No,No,No,No,No,No,No,No,No,No,No,No,No,
736,SMLISUZU,SML Isuzu Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
737,INDIGOPNTS,Indigo Paints Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
738,WEBELSOLAR,Websol Energy System Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
739,GOKEX,Gokaldas Exports Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
740,RAJESHEXPO,Rajesh Exports Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
741,RSYSTEMS,R Systems International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
742,NACLIND,NACL Industries Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
743,ROUTE,"Route Mobile, Ltd.",No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
744,GHCL,GHCL Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
745,KRN,Krn Heat Exchanger and Refrigeration Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
746,PARAS,Paras Defence & Space Technologies Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Defence
747,SIS,SIS Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
748,ASHOKA,Ashoka Buildcon Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
749,KINGFA,Kingfa Science & Technology (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
750,ASHAPURMIN,Ashapura Minechem Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
751,SUPRIYA,Supriya Lifescience Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
752,OPTIEMUS,Optiemus Infracom Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
753,INDIAGLYCO,India Glycols Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
754,ZAGGLE,Zaggle Prepaid Ocean Services Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
755,STLTECH,Sterlite Technologies Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
756,UNIMECH,Unimech Aerospace & Manufacturing Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,"NIFTY India Defence, NIFTY SME IPO"
757,INNOVACAP,Innova Captab Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
758,GREAVESCOT,Greaves Cotton Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
759,GMMPFAUDLR,GMM Pfaudler Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
760,PTC,PTC India Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
761,FEDFINA,Fedbank Financial Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
762,RESPONIND,Responsive Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
763,ENTERO,Entero Healthcare Solutions Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
764,JSFB,Jana Small Finance Bank Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
765,HCC,Hindustan Construction Co. Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
766,SWARAJENG,Swaraj Engines Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
767,BALAMINES,Balaji Amines Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
768,GOKULAGRO,Gokul Agro Resources Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
769,IMFA,Indian Metals & Ferro Alloys Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
770,GAEL,Gujarat Ambuja Exports Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
771,NFL,National Fertilizers Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
772,HEIDELBERG,Heidelbergcement India Limited.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
773,INDIQUBE,Indiqube Spaces Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
774,SUNFLAG,Sunflag Iron & Steel Co. Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
775,DBCORP,DB Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY Media
776,SUVEN,Suven Life Sciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
777,CUPID,Cupid Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
778,SAMHI,Samhi Hotels Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
779,JKIL,J. Kumar Infraprojects Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
780,TARC,TARC Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
781,HEMIPROP,Hemisphere Properties India Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
782,ITDC,India Tourism Development Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
783,ICIL,Indo Count Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
784,REFEX,Refex Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
785,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
786,STYRENIX,Styrenix Performance Materials Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
787,RBA,Restaurant Brands Asia Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Tourism
788,VRLLOG,VRL Logistics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
789,SPARC,Sun Pharma Advanced Research Co. Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
790,ORIENTCEM,Orient Cement Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
791,ANUP,Anup Engineering Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
792,VSTIND,VST Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
793,VSTTILLERS,VST Tillers Tractors Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
794,CEIGALL,Ceigall India Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
795,NIITMTS,NIIT Learning Systems Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
796,BANARISUG,Bannari Amman Sugars Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
797,ORIENTELEC,Orient Electric Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
798,HUBTOWN,Hubtown Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
799,CARERATING,CARE Ratings Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
800,GOPAL,Gopal Snacks Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
801,RAIN,Rain Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
802,PDSL,PDS Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
803,MCLOUD,Magellanic Cloud Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
804,DYNAMATECH,Dynamatic Technologies Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Defence
805,GOLDIAM,Goldiam International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
806,INDRAMEDCO,Indraprastha Medical Corporation Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
807,PFOCUS,Prime Focus Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
808,HERITGFOOD,Heritage Foods Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
809,SEQUENT,Sequent Scientific Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
810,CIGNITITEC,Cigniti Technologies Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
811,MTARTECH,MTAR Technologies Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Defence
812,GUJALKALI,Gujarat Alkalies & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
813,SHANTIGEAR,Shanthi Gears Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
814,EIEL,Enviro Infra Engineers Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
815,AARTIDRUGS,Aarti Drugs Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
816,SANATHAN,Sanathan Textiles Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
817,SJS,S.J.S. Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
818,MOSCHIP,Moschip Technologies Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
819,JUBLCPL,Jubilant Agri and Consumer Products Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
820,LGBBROSLTD,L.G. Balakrishnan & Bros Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
821,BHARATRAS,Bharat Rasayan Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
822,JAMNAAUTO,Jamna Auto Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
823,SHREEJISPG,Shreeji Shipping Global Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
824,63MOONS,63 Moons Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
825,AVANTEL,Avantel Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
826,SKYGOLD,Sky Gold and Diamonds Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
827,CENTUM,Centum Electronics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
828,GUJTHEM,Gujarat Themis Biosyn Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
829,MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
830,AWFIS,Awfis Space Solutions Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
831,BOROLTD,Borosil Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
832,MARATHON,Marathon Nextgen Realty Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
833,FOSECOIND,Foseco India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
834,DCAL,Dishman Carbogen Amcis Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
835,NPST,Network People Services Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
836,RAYMOND,Raymond Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Realty
837,KOLTEPATIL,Kolte-Patil Developers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
838,EBGNG,Gng Electronics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
839,WONDERLA,Wonderla Holidays Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
840,QUESS,Quess Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
841,JISLDVREQS,Jain Irrigation Systems Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
842,JISLJALEQS,Jain Irrigation Systems Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
843,DCBBANK,DCB Bank Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
844,ZOTA,Zota Health Care Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
845,JTEKTINDIA,JTEKT India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
846,UFLEX,UFlex Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
847,CAMLINFINE,Camlin Fine Sciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
848,GOCOLORS,Go Fashion (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
849,KIRLOSIND,Kirloskar Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
850,GOODLUCK,Goodluck India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
851,RPGLIFE,RPG Life Sciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
852,BALMLAWRIE,Balmer Lawrie & Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
853,NORTHARC,Northern Arc Capital Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
854,LUMAXIND,Lumax Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
855,LUXIND,Lux Industries Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
856,RAMKY,Ramky Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
857,NEOGEN,Neogen Chemicals Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
858,AJMERA,Ajmera Realty & Infra India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
859,MPSLTD,MPS Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
860,DHANI,Dhani Services Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
861,SAGCEM,Sagar Cements Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
862,ADVENZYMES,Advanced Enzyme Technologies Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
863,ROLEXRINGS,Rolex Rings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
864,SINDHUTRAD,Sindhu Trade Links Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
865,GREENPLY,Greenply Industries Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
866,EPACK,Epack Durable Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
867,SUNCLAY,Sundaram-Clayton Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
868,UEL,Ujaas Energy Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
869,JINDWORLD,Jindal Worldwide Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
870,MEDIASSIST,Medi Assist Healthcare Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
871,SHK,S H Kelkar and Company Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
872,HARSHA,Harsha Engineers International Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
873,MBAPL,Madhya Bharat Agro Products Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
874,VAIBHAVGBL,Vaibhav Global Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
875,SGLTL,Standard Glass Lining Technology Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
876,PRINCEPIPE,Prince Pipes And Fittings Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
877,GUFICBIO,Gufic Biosciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
878,ORCHPHARMA,Orchid Pharma Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
879,IRBINVIT,IRB InvIT Fund,No,No,No,No,No,No,No,No,No,No,No,No,No,
880,BOMDYEING,Bombay Dyeing & Manufacturing Co. Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
881,PROTEAN,Protean eGov Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
882,NSIL,Nalwa Sons Investments Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
883,KSL,Kalyani Steels Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
884,SAMBHV,Sambhv Steel Tubes Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
885,HLEGLAS,HLE Glascoat Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
886,VADILALIND,Vadilal Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
887,KITEX,Kitex Garments Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
888,DPABHUSHAN,D. P. Abhushan Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
889,VIMTALABS,Vimta Labs Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
890,INDOSTAR,IndoStar Capital Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
891,UNICHEMLAB,Unichem Laboratories Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
892,SSWL,Steel Strips Wheels Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
893,DEEPINDS,Deep Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
894,INTERARCH,Interarch Building Solutions Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
895,KRISHANA,Krishana Phoschem Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
896,ROSSARI,Rossari Biotech Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
897,BHAGCHEM,Bhagiradha Chemicals & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
898,MSTCLTD,MSTC Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
899,RAMRAT,Ram Ratna Wires Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
900,PITTIENG,Pitti Engineering Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
901,CYIENTDLM,Cyient DLM Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Defence
902,EVEREADY,Eveready Industries India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
903,GANECOS,Ganesha Ecosphere Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
904,NAVNETEDUL,Navneet Education Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
905,BBL,Bharat Bijlee Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
906,WSTCSTPAPR,West Coast Paper Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
907,FLAIR,Flair Writing Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
908,ARKADE,Arkade Developers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
909,DDEVPLSTIK,Ddev Plastiks Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
910,PRABHA,Prabha Energy Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
911,PARKHOTELS,Apeejay Surrendra Park Hotels Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
912,PENIND,Pennar Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
913,GREENPANEL,Greenpanel Industries Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
914,POCL,Pondy Oxides & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
915,SHAREINDIA,Share India Securities Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
916,KKCL,Kewal Kiran Clothing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
917,EFCIL,EFC (I) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
918,GATEWAY,Gateway Distriparks Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
919,VISHNU,Vishnu Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
920,SENORES,Senores Pharmaceuticals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
921,JASH,Jash Engineering Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
922,SUNDROP,Sundrop Brands Limited Shs Dematerialised,No,No,No,No,No,No,No,No,No,No,No,No,No,
923,HIKAL,Hikal Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
924,BAJAJCON,Bajaj Consumer Care Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
925,SOLARA,Solara Active Pharma Sciences Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
926,SOLARAPP1.E1,Solara Active Pharma Sciences Ltd. TEMP,No,No,No,No,No,No,No,No,No,No,No,No,No,
927,PATELENG,Patel Engineering Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
928,BRIGHOTEL,Brigade Hotel Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
929,MAHLOG,Mahindra Logistics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
930,POLYPLEX,Polyplex Corporation Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
931,TIRUMALCHM,Thirumalai Chemicals Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
932,IMAGICAA,Imagicaaworld Entertainment Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
933,ASHIANA,Ashiana Housing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
934,TFCILTD,Tourism Finance Corporation of India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
935,ARTEMISMED,Artemis Medicare Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
936,PRECWIRE,Precision Wires India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
937,MAITHANALL,Maithan Alloys Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
938,TEAMLEASE,TeamLease Services Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
939,FMGOETZE,Federal-Mogul Goetze (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
940,EASEMYTRIP,Easy Trip Planners Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Tourism
941,ALLCARGO,Allcargo Logistics Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
942,PAISALO,Paisalo Digital Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
943,BCG,Brightcom Group Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
944,NOCIL,NOCIL Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
945,DALMIASUG,Dalmia Bharat Sugar & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
946,GLOBUSSPR,Globus Spirits Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
947,BFUTILITIE,BF Utilities Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
948,TCPLPACK,TCPL Packaging Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
949,HPL,HPL Electric & Power Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
950,GIPCL,Gujarat Industries Power Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
951,ALPEXSOLAR,Alpex Solar Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
952,JTLIND,JTL Industries Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
953,SIYSIL,Siyaram Silk Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
954,EMSLIMITED,EMS Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
955,DCXINDIA,DCX Systems Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY India Defence
956,KDDL,KDDL Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
957,RPSGVENT,RPSG Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
958,SBCL,Shivalik Bimetal Controls Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
959,KIRIINDUS,Kiri Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
960,HONDAPOWER,Honda India Power Products Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
961,PARAGMILK,Parag Milk Foods Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
962,PREMEXPLN,Premier Explosives Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
963,ORISSAMINE,Orissa Minerals Development Company Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
964,IOLCP,IOL Chemicals & Pharmaceuticals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
965,MUTHOOTMF,Muthoot Microfin Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
966,PRAKASH,Prakash Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
967,RPEL,Raghav Productivity Enhancers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
968,ARVSMART,Arvind SmartSpaces Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
969,AGIIL,Agi Infra Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
970,SANGHVIMOV,Sanghvi Movers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
971,PSPPROJECT,PSP Projects Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
972,KPEL,K.P. Energy Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
973,VEEDOL,Veedol Corp. Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
974,JAICORPLTD,Jai Corp Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
975,MTNL,Mahanagar Telephone Nigam Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
976,SOTL,Savita Oil Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
977,MANINDS,Man Industries (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
978,XPROINDIA,XPRO India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
979,SAKSOFT,Saksoft Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
